Freq [GHz],"dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
2,-0.005075858,-46.10496076
2.0015,-0.005080711,-46.14264316
2.003,-0.005085574,-46.18034052
2.0045,-0.005090447,-46.21805291
2.006,-0.00509533,-46.25578041
2.0075,-0.005100223,-46.29352311
2.009,-0.005105126,-46.33128109
2.0105,-0.005110039,-46.36905442
2.012,-0.005114963,-46.4068432
2.0135,-0.005119897,-46.4446475
2.015,-0.005124841,-46.48246742
2.0165,-0.005129795,-46.52030303
2.018,-0.00513476,-46.55815443
2.0195,-0.005139735,-46.59602169
2.021,-0.00514472,-46.6339049
2.0225,-0.005149716,-46.67180416
2.024,-0.005154723,-46.70971955
2.0255,-0.00515974,-46.74765116
2.027,-0.005164768,-46.78559908
2.0285,-0.005169806,-46.8235634
2.03,-0.005174855,-46.86154421
2.0315,-0.005179915,-46.8995416
2.033,-0.005184986,-46.93755567
2.0345,-0.005190067,-46.97558651
2.036,-0.00519516,-47.01363422
2.0375,-0.005200263,-47.05169888
2.039,-0.005205377,-47.0897806
2.0405,-0.005210503,-47.12787946
2.042,-0.005215639,-47.16599558
2.0435,-0.005220787,-47.20412904
2.045,-0.005225946,-47.24227995
2.0465,-0.005231116,-47.2804484
2.048,-0.005236297,-47.31863449
2.0495,-0.005241489,-47.35683833
2.051,-0.005246693,-47.39506002
2.0525,-0.005251909,-47.43329966
2.054,-0.005257135,-47.47155736
2.0555,-0.005262374,-47.50983321
2.057,-0.005267624,-47.54812733
2.0585,-0.005272885,-47.58643982
2.06,-0.005278159,-47.62477079
2.0615,-0.005283444,-47.66312034
2.063,-0.005288741,-47.70148859
2.0645,-0.005294049,-47.73987564
2.066,-0.00529937,-47.77828161
2.0675,-0.005304702,-47.81670661
2.069,-0.005310047,-47.85515075
2.0705,-0.005315404,-47.89361415
2.072,-0.005320772,-47.93209691
2.0735,-0.005326153,-47.97059915
2.075,-0.005331547,-48.009121
2.0765,-0.005336952,-48.04766257
2.078,-0.00534237,-48.08622397
2.0795,-0.0053478,-48.12480533
2.081,-0.005353243,-48.16340676
2.0825,-0.005358699,-48.2020284
2.084,-0.005364167,-48.24067035
2.0855,-0.005369647,-48.27933275
2.087,-0.005375141,-48.31801572
2.0885,-0.005380647,-48.35671939
2.09,-0.005386166,-48.39544388
2.0915,-0.005391698,-48.43418932
2.093,-0.005397243,-48.47295583
2.0945,-0.005402801,-48.51174356
2.096,-0.005408372,-48.55055263
2.0975,-0.005413957,-48.58938317
2.099,-0.005419555,-48.62823532
2.1005,-0.005425166,-48.66710922
2.102,-0.00543079,-48.70600499
2.1035,-0.005436428,-48.74492278
2.105,-0.00544208,-48.78386272
2.1065,-0.005447745,-48.82282495
2.108,-0.005453423,-48.86180962
2.1095,-0.005459116,-48.90081687
2.111,-0.005464822,-48.93984684
2.1125,-0.005470543,-48.97889967
2.114,-0.005476277,-49.01797552
2.1155,-0.005482026,-49.05707452
2.117,-0.005487788,-49.09619683
2.1185,-0.005493565,-49.1353426
2.12,-0.005499356,-49.17451198
2.1215,-0.005505161,-49.21370512
2.123,-0.005510981,-49.25292218
2.1245,-0.005516816,-49.29216331
2.126,-0.005522665,-49.33142867
2.1275,-0.005528529,-49.37071841
2.129,-0.005534407,-49.41003271
2.1305,-0.005540301,-49.44937171
2.132,-0.005546209,-49.48873558
2.1335,-0.005552133,-49.52812449
2.135,-0.005558072,-49.5675386
2.1365,-0.005564026,-49.60697809
2.138,-0.005569995,-49.64644311
2.1395,-0.00557598,-49.68593384
2.141,-0.00558198,-49.72545045
2.1425,-0.005587995,-49.76499311
2.144,-0.005594027,-49.80456201
2.1455,-0.005600074,-49.84415732
2.147,-0.005606137,-49.88377921
2.1485,-0.005612216,-49.92342787
2.15,-0.005618311,-49.96310348
2.1515,-0.005624423,-50.00280623
2.153,-0.00563055,-50.04253629
2.1545,-0.005636694,-50.08229386
2.156,-0.005642855,-50.12207913
2.1575,-0.005649032,-50.16189229
2.159,-0.005655226,-50.20173352
2.1605,-0.005661436,-50.24160303
2.162,-0.005667664,-50.28150102
2.1635,-0.005673908,-50.32142767
2.165,-0.005680169,-50.3613832
2.1665,-0.005686448,-50.4013678
2.168,-0.005692744,-50.44138168
2.1695,-0.005699058,-50.48142505
2.171,-0.005705389,-50.5214981
2.1725,-0.005711738,-50.56160107
2.174,-0.005718104,-50.60173415
2.1755,-0.005724489,-50.64189757
2.177,-0.005730891,-50.68209153
2.1785,-0.005737312,-50.72231626
2.18,-0.005743751,-50.76257199
2.1815,-0.005750208,-50.80285892
2.183,-0.005756684,-50.8431773
2.1845,-0.005763179,-50.88352735
2.186,-0.005769692,-50.92390929
2.1875,-0.005776224,-50.96432336
2.189,-0.005782776,-51.00476981
2.1905,-0.005789346,-51.04524885
2.192,-0.005795936,-51.08576074
2.1935,-0.005802545,-51.12630571
2.195,-0.005809174,-51.16688402
2.1965,-0.005815822,-51.20749591
2.198,-0.005822491,-51.24814162
2.1995,-0.005829179,-51.28882142
2.201,-0.005835888,-51.32953555
2.2025,-0.005842616,-51.37028428
2.204,-0.005849366,-51.41106786
2.2055,-0.005856136,-51.45188657
2.207,-0.005862926,-51.49274065
2.2085,-0.005869738,-51.53363039
2.21,-0.00587657,-51.57455606
2.2115,-0.005883424,-51.61551793
2.213,-0.005890299,-51.65651627
2.2145,-0.005897196,-51.69755137
2.216,-0.005904115,-51.73862351
2.2175,-0.005911055,-51.77973299
2.219,-0.005918017,-51.82088008
2.2205,-0.005925002,-51.86206508
2.222,-0.005932009,-51.90328828
2.2235,-0.005939038,-51.94454999
2.225,-0.00594609,-51.98585051
2.2265,-0.005953165,-52.02719015
2.228,-0.005960264,-52.0685692
2.2295,-0.005967385,-52.10998799
2.231,-0.00597453,-52.15144683
2.2325,-0.005981699,-52.19294604
2.234,-0.005988891,-52.23448594
2.2355,-0.005996107,-52.27606687
2.237,-0.006003348,-52.31768913
2.2385,-0.006010613,-52.35935309
2.24,-0.006017903,-52.40105906
2.2415,-0.006025217,-52.44280739
2.243,-0.006032557,-52.48459843
2.2445,-0.006039921,-52.52643252
2.246,-0.006047312,-52.56831002
2.2475,-0.006054727,-52.61023128
2.249,-0.006062169,-52.65219667
2.2505,-0.006069637,-52.69420655
2.252,-0.006077131,-52.73626128
2.2535,-0.006084652,-52.77836125
2.255,-0.0060922,-52.82050683
2.2565,-0.006099774,-52.8626984
2.258,-0.006107376,-52.90493635
2.2595,-0.006115005,-52.94722107
2.261,-0.006122662,-52.98955295
2.2625,-0.006130347,-53.03193239
2.264,-0.00613806,-53.07435981
2.2655,-0.006145802,-53.1168356
2.267,-0.006153572,-53.15936018
2.2685,-0.006161372,-53.20193398
2.27,-0.0061692,-53.24455741
2.2715,-0.006177059,-53.28723091
2.273,-0.006184947,-53.3299549
2.2745,-0.006192865,-53.37272984
2.276,-0.006200813,-53.41555616
2.2775,-0.006208792,-53.45843431
2.279,-0.006216802,-53.50136475
2.2805,-0.006224843,-53.54434794
2.282,-0.006232916,-53.58738434
2.2835,-0.00624102,-53.63047443
2.285,-0.006249156,-53.67361869
2.2865,-0.006257325,-53.7168176
2.288,-0.006265527,-53.76007165
2.2895,-0.006273762,-53.80338134
2.291,-0.00628203,-53.84674716
2.2925,-0.006290331,-53.89016963
2.294,-0.006298667,-53.93364925
2.2955,-0.006307037,-53.97718656
2.297,-0.006315442,-54.02078208
2.2985,-0.006323882,-54.06443634
2.3,-0.006332357,-54.10814988
2.3015,-0.006340868,-54.15192325
2.303,-0.006349415,-54.19575701
2.3045,-0.006357998,-54.23965171
2.306,-0.006366619,-54.28360793
2.3075,-0.006375276,-54.32762624
2.309,-0.006383971,-54.37170722
2.3105,-0.006392705,-54.41585147
2.312,-0.006401476,-54.46005959
2.3135,-0.006410287,-54.50433217
2.315,-0.006419136,-54.54866984
2.3165,-0.006428025,-54.59307321
2.318,-0.006436955,-54.63754292
2.3195,-0.006445924,-54.6820796
2.321,-0.006454935,-54.72668391
2.3225,-0.006463987,-54.77135649
2.324,-0.006473081,-54.81609802
2.3255,-0.006482217,-54.86090916
2.327,-0.006491395,-54.9057906
2.3285,-0.006500617,-54.95074303
2.33,-0.006509883,-54.99576714
2.3315,-0.006519193,-55.04086365
2.333,-0.006528547,-55.08603329
2.3345,-0.006537947,-55.13127676
2.336,-0.006547392,-55.17659483
2.3375,-0.006556883,-55.22198823
2.339,-0.006566421,-55.26745773
2.3405,-0.006576006,-55.31300409
2.342,-0.006585639,-55.3586281
2.3435,-0.006595321,-55.40433055
2.345,-0.006605051,-55.45011223
2.3465,-0.006614831,-55.49597397
2.348,-0.006624661,-55.5419166
2.3495,-0.006634541,-55.58794093
2.351,-0.006644473,-55.63404784
2.3525,-0.006654457,-55.68023817
2.354,-0.006664493,-55.72651279
2.3555,-0.006674582,-55.7728726
2.357,-0.006684725,-55.8193185
2.3585,-0.006694922,-55.86585138
2.36,-0.006705174,-55.91247218
2.3615,-0.006715483,-55.95918184
2.363,-0.006725847,-56.0059813
2.3645,-0.006736269,-56.05287153
2.366,-0.006746748,-56.09985352
2.3675,-0.006757287,-56.14692824
2.369,-0.006767884,-56.19409671
2.3705,-0.006778542,-56.24135996
2.372,-0.00678926,-56.28871902
2.3735,-0.00680004,-56.33617495
2.375,-0.006810883,-56.3837288
2.3765,-0.006821789,-56.43138168
2.378,-0.006832758,-56.47913469
2.3795,-0.006843793,-56.52698893
2.381,-0.006854894,-56.57494555
2.3825,-0.006866061,-56.62300569
2.384,-0.006877295,-56.67117054
2.3855,-0.006888598,-56.71944127
2.387,-0.00689997,-56.7678191
2.3885,-0.006911413,-56.81630525
2.39,-0.006922927,-56.86490096
2.3915,-0.006934513,-56.9136075
2.393,-0.006946172,-56.96242615
2.3945,-0.006957905,-57.01135822
2.396,-0.006969713,-57.06040503
2.3975,-0.006981598,-57.10956792
2.399,-0.00699356,-57.15884827
2.4005,-0.007005601,-57.20824746
2.402,-0.007017721,-57.25776691
2.4035,-0.007029921,-57.30740804
2.405,-0.007042204,-57.35717231
2.4065,-0.007054569,-57.40706121
2.408,-0.007067019,-57.45707624
2.4095,-0.007079554,-57.50721893
2.411,-0.007092176,-57.55749083
2.4125,-0.007104885,-57.60789353
2.414,-0.007117684,-57.65842862
2.4155,-0.007130573,-57.70909776
2.417,-0.007143555,-57.75990258
2.4185,-0.007156629,-57.81084479
2.42,-0.007169798,-57.8619261
2.4215,-0.007183063,-57.91314826
2.423,-0.007196426,-57.96451303
2.4245,-0.007209888,-58.01602224
2.426,-0.007223451,-58.06767771
2.4275,-0.007237115,-58.11948132
2.429,-0.007250884,-58.17143496
2.4305,-0.007264757,-58.22354057
2.432,-0.007278738,-58.27580012
2.4335,-0.007292828,-58.32821561
2.435,-0.007307028,-58.38078907
2.4365,-0.00732134,-58.43352259
2.438,-0.007335766,-58.48641827
2.4395,-0.007350308,-58.53947825
2.441,-0.007364967,-58.59270474
2.4425,-0.007379747,-58.64609994
2.444,-0.007394648,-58.69966614
2.4455,-0.007409672,-58.75340563
2.447,-0.007424823,-58.80732076
2.4485,-0.007440101,-58.86141394
2.45,-0.007455509,-58.91568759
2.4515,-0.007471049,-58.9701442
2.453,-0.007486724,-59.02478629
2.4545,-0.007502535,-59.07961644
2.456,-0.007518485,-59.13463728
2.4575,-0.007534577,-59.18985147
2.459,-0.007550812,-59.24526174
2.4605,-0.007567194,-59.30087088
2.462,-0.007583725,-59.35668169
2.4635,-0.007600408,-59.41269707
2.465,-0.007617244,-59.46891996
2.4665,-0.007634238,-59.52535335
2.468,-0.007651392,-59.5820003
2.4695,-0.007668708,-59.63886391
2.471,-0.00768619,-59.69594737
2.4725,-0.007703841,-59.75325392
2.474,-0.007721664,-59.81078685
2.4755,-0.007739662,-59.86854953
2.477,-0.007757838,-59.9265454
2.4785,-0.007776196,-59.98477797
2.48,-0.007794739,-60.04325081
2.4815,-0.00781347,-60.10196757
2.483,-0.007832393,-60.16093198
2.4845,-0.007851513,-60.22014783
2.486,-0.007870832,-60.27961901
2.4875,-0.007890354,-60.33934948
2.489,-0.007910084,-60.39934327
2.4905,-0.007930025,-60.45960453
2.492,-0.007950182,-60.52013746
2.4935,-0.007970559,-60.58094636
2.495,-0.007991161,-60.64203565
2.4965,-0.008011991,-60.7034098
2.498,-0.008033055,-60.76507342
2.4995,-0.008054357,-60.82703118
2.501,-0.008075902,-60.88928787
2.5025,-0.008097696,-60.9518484
2.504,-0.008119742,-61.01471777
2.5055,-0.008142048,-61.07790109
2.507,-0.008164617,-61.14140359
2.5085,-0.008187456,-61.20523063
2.51,-0.00821057,-61.26938766
2.5115,-0.008233966,-61.33388028
2.513,-0.008257648,-61.39871421
2.5145,-0.008281624,-61.4638953
2.516,-0.008305901,-61.52942953
2.5175,-0.008330483,-61.59532303
2.519,-0.008355379,-61.66158208
2.5205,-0.008380595,-61.72821308
2.522,-0.008406138,-61.7952226
2.5235,-0.008432017,-61.86261736
2.525,-0.008458237,-61.93040425
2.5265,-0.008484808,-61.99859033
2.528,-0.008511737,-62.0671828
2.5295,-0.008539032,-62.13618907
2.531,-0.008566702,-62.20561671
2.5325,-0.008594756,-62.27547349
2.534,-0.008623203,-62.34576737
2.5355,-0.008652053,-62.4165065
2.537,-0.008681314,-62.48769924
2.5385,-0.008710996,-62.55935417
2.54,-0.008741111,-62.63148007
2.5415,-0.008771668,-62.70408596
2.543,-0.008802679,-62.77718109
2.5445,-0.008834154,-62.85077495
2.546,-0.008866105,-62.92487727
2.5475,-0.008898545,-62.99949804
2.549,-0.008931485,-63.07464752
2.5505,-0.008964938,-63.15033623
2.552,-0.008998917,-63.22657499
2.5535,-0.009033437,-63.3033749
2.555,-0.009068511,-63.38074736
2.5565,-0.009104153,-63.45870408
2.558,-0.009140379,-63.53725711
2.5595,-0.009177204,-63.61641882
2.561,-0.009214644,-63.69620192
2.5625,-0.009252716,-63.77661948
2.564,-0.009291437,-63.85768496
2.5655,-0.009330825,-63.93941219
2.567,-0.009370898,-64.02181537
2.5685,-0.009411675,-64.10490917
2.57,-0.009453176,-64.18870862
2.5715,-0.009495422,-64.27322925
2.573,-0.009538434,-64.35848701
2.5745,-0.009582233,-64.44449835
2.576,-0.009626842,-64.53128019
2.5775,-0.009672286,-64.61884998
2.579,-0.009718589,-64.70722569
2.5805,-0.009765775,-64.79642585
2.582,-0.009813872,-64.88646956
2.5835,-0.009862907,-64.97737651
2.585,-0.009912909,-65.06916702
2.5865,-0.009963906,-65.16186204
2.588,-0.010015931,-65.2554832
2.5895,-0.010069014,-65.35005281
2.591,-0.010123189,-65.44559393
2.5925,-0.010178491,-65.54213034
2.594,-0.010234955,-65.63968663
2.5955,-0.01029262,-65.7382882
2.597,-0.010351523,-65.83796128
2.5985,-0.010411706,-65.93873302
2.6,-0.010473212,-66.04063148
2.6015,-0.010536083,-66.14368568
2.603,-0.010600367,-66.24792564
2.6045,-0.010666111,-66.35338244
2.606,-0.010733365,-66.46008826
2.6075,-0.010802181,-66.56807641
2.609,-0.010872615,-66.67738141
2.6105,-0.010944722,-66.78803902
2.612,-0.011018564,-66.9000863
2.6135,-0.011094201,-67.01356169
2.615,-0.011171699,-67.12850506
2.6165,-0.011251127,-67.24495776
2.618,-0.011332555,-67.36296273
2.6195,-0.011416058,-67.48256454
2.621,-0.011501715,-67.60380947
2.6225,-0.011589607,-67.72674564
2.624,-0.011679821,-67.85142304
2.6255,-0.011772447,-67.97789363
2.627,-0.01186758,-68.1062115
2.6285,-0.011965318,-68.23643291
2.63,-0.012065767,-68.36861641
2.6315,-0.012169036,-68.50282301
2.633,-0.012275241,-68.63911625
2.6345,-0.012384503,-68.77756236
2.636,-0.01249695,-68.91823038
2.6375,-0.012612718,-69.06119236
2.639,-0.012731947,-69.20652349
2.6405,-0.012854788,-69.35430224
2.642,-0.012981399,-69.50461062
2.6435,-0.013111946,-69.65753432
2.645,-0.013246607,-69.81316293
2.6465,-0.013385566,-69.97159019
2.648,-0.013529021,-70.13291419
2.6495,-0.013677181,-70.29723767
2.651,-0.013830266,-70.46466824
2.6525,-0.01398851,-70.63531875
2.654,-0.014152162,-70.80930753
2.6555,-0.014321484,-70.98675879
2.657,-0.014496756,-71.16780294
2.6585,-0.014678276,-71.35257702
2.66,-0.01486636,-71.54122509
2.6615,-0.015061343,-71.73389873
2.663,-0.015263585,-71.93075747
2.6645,-0.015473466,-72.13196937
2.666,-0.015691396,-72.33771158
2.6675,-0.015917808,-72.54817095
2.669,-0.016153168,-72.76354471
2.6705,-0.016397974,-72.98404119
2.672,-0.016652759,-73.20988064
2.6735,-0.016918092,-73.44129602
2.675,-0.017194588,-73.67853401
2.6765,-0.017482903,-73.92185597
2.678,-0.017783744,-74.17153905
2.6795,-0.018097872,-74.42787745
2.681,-0.018426107,-74.69118365
2.6825,-0.018769333,-74.96178992
2.684,-0.019128502,-75.24004988
2.6855,-0.019504646,-75.52634021
2.687,-0.019898882,-75.82106258
2.6885,-0.020312418,-76.12464572
2.69,-0.020746565,-76.43754775
2.6915,-0.021202749,-76.76025867
2.693,-0.021682519,-77.09330323
2.6945,-0.022187564,-77.43724399
2.696,-0.022719726,-77.79268477
2.6975,-0.023281016,-78.16027448
2.699,-0.023873638,-78.54071138
2.7005,-0.024500003,-78.9347478
2.702,-0.02516276,-79.34319541
2.7035,-0.025864823,-79.76693117
2.705,-0.026609399,-80.20690393
2.7065,-0.027400029,-80.66414188
2.708,-0.028240628,-81.1397609
2.7095,-0.02913553,-81.63497402
2.711,-0.030089549,-82.15110209
2.7125,-0.031108038,-82.68958584
2.714,-0.032196963,-83.25199962
2.7155,-0.033362991,-83.84006703
2.717,-0.034613584,-84.45567872
2.7185,-0.03595712,-85.1009128
2.72,-0.037403025,-85.77805825
2.7215,-0.038961932,-86.48964182
2.723,-0.040645867,-87.23845914
2.7245,-0.04246847,-88.02761059
2.726,-0.044445256,-88.8605431
2.7275,-0.046593921,-89.74109873
2.729,-0.048934715,-90.67357134
2.7305,-0.051490879,-91.66277319
2.732,-0.054289175,-92.71411305
2.7335,-0.057360516,-93.83368848
2.735,-0.060740738,-95.02839491
2.7365,-0.064471516,-96.30605532
2.738,-0.068601489,-97.67557455
2.7395,-0.073187616,-99.14712386
2.741,-0.078296823,-100.7323619
2.7425,-0.084008006,-102.4447005
2.744,-0.090414454,-104.2996239
2.7455,-0.097626774,-106.3150745
2.747,-0.105776395,-108.5119171
2.7485,-0.115019714,-110.9144979
2.75,-0.125542898,-113.551315
2.7515,-0.137567256,-116.4558169
2.753,-0.151354888,-119.6673419
2.7545,-0.167213909,-123.2321996
2.756,-0.185501833,-127.2048754
2.7575,-0.206624441,-131.6492862
2.759,-0.231025321,-136.6399364
2.7605,-0.25915799,-142.2626643
2.762,-0.291427717,-148.6144241
2.7635,-0.32808463,-155.8011624
2.765,-0.369046171,-163.9323369
2.7665,-0.413633421,-173.1101086
2.768,-0.460237792,176.5888864
2.7695,-0.506011216,165.1401387
2.771,-0.54679186,152.6035988
2.7725,-0.577560621,139.152633
2.774,-0.593594128,125.0839053
2.7755,-0.592019787,110.7929703
2.777,-0.572961025,96.71415088
2.7785,-0.539507253,83.24466566
2.78,-0.496522595,70.68387138
2.7815,-0.449076816,59.20799607
2.783,-0.401307811,48.87937762
2.7845,-0.355994385,39.67515608
2.786,-0.314658426,31.51964013
2.7875,-0.277893786,24.31107761
2.789,-0.245709364,17.94007082
2.7905,-0.217795911,12.30053571
2.792,-0.193703021,7.295285884
2.7935,-0.172943897,2.838219372
2.795,-0.155051039,-1.145428013
2.7965,-0.139601861,-4.719812557
2.798,-0.126227272,-7.939631046
2.7995,-0.114611361,-10.85137641
2.801,-0.104486932,-13.49454292
2.8025,-0.095629482,-15.90271121
2.804,-0.08785098,-18.10449072
2.8055,-0.080994086,-20.12432127
2.807,-0.074927056,-21.98314637
2.8085,-0.069539389,-23.69897474
2.81,-0.06473818,-25.28734674
2.8115,-0.060445091,-26.76172146
2.813,-0.056593859,-28.13379776
2.8145,-0.053128239,-29.4137811
2.816,-0.050000332,-30.61060556
2.8175,-0.047169193,-31.73211912
2.819,-0.044599708,-32.78523876
2.8205,-0.042261653,-33.77608058
2.822,-0.040128924,-34.71006941
2.8235,-0.038178903,-35.59203145
2.825,-0.036391928,-36.42627274
2.8265,-0.034750851,-37.21664592
2.828,-0.033240671,-37.96660721
2.8295,-0.031848228,-38.6792652
2.831,-0.030561941,-39.35742268
2.8325,-0.029371593,-40.00361279
2.834,-0.028268144,-40.62013013
2.8355,-0.027243576,-41.20905783
2.837,-0.026290761,-41.772291
2.8385,-0.025403342,-42.31155721
2.84,-0.024575643,-42.82843437
2.8415,-0.023802578,-43.32436642
2.843,-0.023079585,-43.80067705
2.8445,-0.022402563,-44.2585819
2.846,-0.021767813,-44.69919916
2.8475,-0.021171998,-45.12355914
2.849,-0.020612099,-45.53261259
2.8505,-0.020085381,-45.9272382
2.852,-0.019589358,-46.30824922
2.8535,-0.019121774,-46.6763994
2.855,-0.018680571,-47.03238831
2.8565,-0.018263871,-47.37686605
2.858,-0.017869962,-47.71043754
2.8595,-0.017497272,-48.03366633
2.861,-0.017144365,-48.34707808
2.8625,-0.016809921,-48.65116366
2.864,-0.016492727,-48.94638193
2.8655,-0.016191667,-49.23316235
2.867,-0.015905714,-49.51190724
2.8685,-0.015633919,-49.78299391
2.87,-0.015375406,-50.04677651
2.8715,-0.015129365,-50.30358785
2.873,-0.014895046,-50.55374089
2.8745,-0.014671755,-50.79753027
2.876,-0.014458846,-51.03523356
2.8775,-0.014255721,-51.26711251
2.879,-0.014061824,-51.49341414
2.8805,-0.013876635,-51.71437178
2.882,-0.013699674,-51.93020595
2.8835,-0.013530488,-52.1411253
2.885,-0.01336866,-52.34732732
2.8865,-0.013213796,-52.54899912
2.888,-0.013065529,-52.74631809
2.8895,-0.012923517,-52.9394525
2.891,-0.012787439,-53.12856211
2.8925,-0.012656992,-53.31379867
2.894,-0.012531895,-53.49530645
2.8955,-0.012411881,-53.67322264
2.897,-0.012296704,-53.84767783
2.8985,-0.012186126,-54.01879637
2.9,-0.01207993,-54.18669674
2.9015,-0.011977907,-54.35149193
2.903,-0.011879861,-54.51328967
2.9045,-0.011785609,-54.67219283
2.906,-0.011694977,-54.82829961
2.9075,-0.0116078,-54.98170385
2.909,-0.011523924,-55.13249526
2.9105,-0.011443202,-55.28075961
2.912,-0.011365496,-55.426579
2.9135,-0.011290675,-55.570032
2.915,-0.011218615,-55.71119388
2.9165,-0.011149197,-55.85013675
2.918,-0.011082312,-55.98692974
2.9195,-0.011017852,-56.12163915
2.921,-0.010955718,-56.25432859
2.9225,-0.010895815,-56.38505911
2.924,-0.010838052,-56.51388935
2.9255,-0.010782344,-56.64087561
2.927,-0.010728608,-56.76607203
2.9285,-0.010676767,-56.88953064
2.93,-0.010626747,-57.01130148
2.9315,-0.010578478,-57.13143269
2.933,-0.010531893,-57.24997061
2.9345,-0.010486927,-57.36695986
2.936,-0.01044352,-57.48244341
2.9375,-0.010401614,-57.59646266
2.939,-0.010361152,-57.70905751
2.9405,-0.010322083,-57.82026643
2.942,-0.010284356,-57.93012652
2.9435,-0.010247922,-58.03867359
2.945,-0.010212736,-58.14594216
2.9465,-0.010178752,-58.25196559
2.948,-0.01014593,-58.35677609
2.9495,-0.010114227,-58.46040474
2.951,-0.010083607,-58.56288162
2.9525,-0.010054032,-58.66423577
2.954,-0.010025466,-58.76449526
2.9555,-0.009997875,-58.86368726
2.957,-0.009971227,-58.96183804
2.9585,-0.009945491,-59.05897302
2.96,-0.009920636,-59.15511679
2.9615,-0.009896634,-59.25029317
2.963,-0.009873458,-59.34452523
2.9645,-0.00985108,-59.43783531
2.966,-0.009829476,-59.53024504
2.9675,-0.009808621,-59.62177539
2.969,-0.009788491,-59.71244671
2.9705,-0.009769064,-59.80227869
2.972,-0.009750318,-59.89129046
2.9735,-0.009732233,-59.97950055
2.975,-0.009714788,-60.06692695
2.9765,-0.009697963,-60.15358712
2.978,-0.009681741,-60.239498
2.9795,-0.009666103,-60.32467605
2.981,-0.009651033,-60.40913724
2.9825,-0.009636513,-60.49289709
2.984,-0.009622527,-60.57597066
2.9855,-0.00960906,-60.65837262
2.987,-0.009596098,-60.74011719
2.9885,-0.009583625,-60.82121822
